SiteName,Site#_JS,Site#_CER,Plot#_JS,Habitat,TagID,Species,Set#,BagLocation,InitialWt_Air,SpConvFactor,InitialDeploy_Date,InitialWt_Oven,InitialNotes,HarvestNo,Harvest_Date,HarvestWt_Oven,HarvestNotes,PropInitMass,Days,Years,SitexHabitatxSp,ID_sihasp,ID
N Peterson Marsh,3,4,7&8,dry,1405,HUM,11,8,3.02,0.950168084,11/27/10,2.87,,6,9/20/13,1.547,,0.539116883,1028,2.816438356,4dryHUM,76,11
Lawrence Strip,4,5,9,dry,1348,HUM,1,2,3.014,0.950168084,11/27/10,2.864,,1,4/29/11,2.3353,,0.815453109,153,0.419178082,5dryHUM,77,11
Lawrence Strip,4,5,9,dry,1343,HUM,1,2,3.024,0.950168084,11/27/10,2.873,,2,5/26/11,2.339,,0.814044219,180,0.493150685,5dryHUM,77,11
Lawrence Strip,4,5,9,dry,1344,HUM,1,2,3.031,0.950168084,11/27/10,2.88,,3,8/1/11,2.076,,0.72084348,247,0.676712329,5dryHUM,77,11
Lawrence Strip,4,5,9,dry,1347,HUM,1,2,3.036,0.950168084,11/27/10,2.885,,4,9/27/11,1.876,,0.650325268,304,0.832876712,5dryHUM,77,11
Lawrence Strip,4,5,9,dry,1345,HUM,1,2,3.005,0.950168084,11/27/10,2.855,,5,10/1/12,1.573,,0.550913999,674,1.846575342,5dryHUM,77,11
Lawrence Strip,4,5,9,dry,1346,HUM,1,2,3.016,0.950168084,11/27/10,2.866,,6,9/20/13,1.266,,0.441775808,1028,2.816438356,5dryHUM,77,11
Lawrence Strip,4,6,11,dry,1438,HUM,16,2,3.047,0.950168084,11/27/10,2.895,,1,4/29/11,2.4277,,0.838536798,153,0.419178082,6dryHUM,78,11
Lawrence Strip,4,6,11,dry,1433,HUM,16,2,3.051,0.950168084,11/27/10,2.899,,2,5/26/11,2.8672,,0.989043384,180,0.493150685,6dryHUM,78,11
Lawrence Strip,4,6,11,dry,1434,HUM,16,2,3.021,0.950168084,11/27/10,2.87,,3,8/1/11,2.01,sandy,0.70023674,247,0.676712329,6dryHUM,78,11
Lawrence Strip,4,6,11,dry,1435,HUM,16,2,3.061,0.950168084,11/27/10,2.908,,4,9/27/11,2.717,,0.934169902,304,0.832876712,6dryHUM,78,11
Lawrence Strip,4,6,11,dry,1437,HUM,16,2,3.083,0.950168084,11/27/10,2.929,,5,10/2/12,1.515,,0.517176365,675,1.849315068,6dryHUM,78,11
Lawrence Strip,4,6,11,dry,1436,HUM,16,2,3.073,0.950168084,11/27/10,2.92,,6,9/20/13,1.494,,0.511667225,1028,2.816438356,6dryHUM,78,11
Central Pond,5,7,13&14,dry,1415,HUM,13,7,3.016,0.950168084,11/27/10,2.866,,1,4/29/11,2.3027,,0.803536456,153,0.419178082,7dryHUM,79,11
Central Pond,5,7,13&14,dry,1420,HUM,13,7,3.014,0.950168084,11/27/10,2.864,,2,5/26/11,2.2618,,0.789787968,180,0.493150685,7dryHUM,79,11
Central Pond,5,7,13&14,dry,1416,HUM,13,7,3.019,0.950168084,11/27/10,2.869,,3,8/1/11,2.216,sandy,0.772513726,247,0.676712329,7dryHUM,79,11
Central Pond,5,7,13&14,dry,1417,HUM,13,7,3.001,0.950168084,11/27/10,2.851,,4,9/27/11,2.183,,0.765574222,304,0.832876712,7dryHUM,79,11
Central Pond,5,7,13&14,dry,1419,HUM,13,7,3.021,0.950168084,11/27/10,2.87,,6,9/20/13,2.025,"sand present, tried to remove",0.705462388,1028,2.816438356,7dryHUM,79,11
Central Pond,5,7,13&14,dry,1418,HUM,13,7,3.029,0.950168084,11/27/10,2.878,,6,9/23/13,1.799,"sand present, tried to remove; unid: ""SpA2""",0.625074024,1031,2.824657534,7dryHUM,79,11
Fish Lake,6,8,15&16,dry,1457,HUM,20,2,3.086,0.950168084,11/27/10,2.932,,1,4/29/11,2.3808,,0.811944892,153,0.419178082,8dryHUM,80,11
Fish Lake,6,8,15&16,dry,1462,HUM,20,2,3.055,0.950168084,11/27/10,2.903,,2,5/26/11,2.3303,,0.802786725,180,0.493150685,8dryHUM,80,11
Fish Lake,6,8,15&16,dry,1458,HUM,20,2,3.071,0.950168084,11/27/10,2.918,,3,8/3/11,2.111,,0.723449096,249,0.682191781,8dryHUM,80,11
Fish Lake,6,8,15&16,dry,1461,HUM,20,2,3.089,0.950168084,11/27/10,2.935,,4,9/27/11,1.88,,0.64053004,304,0.832876712,8dryHUM,80,11
Fish Lake,6,8,15&16,dry,1460,HUM,20,2,3.082,0.950168084,11/27/10,2.928,,5,9/30/12,1.627,,0.555590077,673,1.843835616,8dryHUM,80,11
Fish Lake,6,8,15&16,dry,1459,HUM,20,2,3.034,0.950168084,11/27/10,2.883,,6,9/20/13,1.557,,0.540098036,1028,2.816438356,8dryHUM,80,11
N Durant,7,9,17&18,dry,1450,HUM,18,5,3.03,0.950168084,11/30/10,2.879,,1,4/29/11,2.4708,,0.858211887,150,0.410958904,9dryHUM,81,11
N Durant,7,9,17&18,dry,1445,HUM,18,5,3.063,0.950168084,11/30/10,2.91,,2,5/26/11,2.386,,0.819828486,177,0.484931507,9dryHUM,81,11
N Durant,7,9,17&18,dry,1449,HUM,18,5,3.072,0.950168084,11/30/10,2.919,,3,8/1/11,2.135,,0.731435828,244,0.668493151,9dryHUM,81,11
N Durant,7,9,17&18,dry,1448,HUM,18,5,3.09,0.950168084,11/30/10,2.936,,4,9/27/11,1.909,,0.650200068,301,0.824657534,9dryHUM,81,11
N Durant,7,9,17&18,dry,1447,HUM,18,5,3.023,0.950168084,11/30/10,2.872,,5,10/1/12,1.569,,0.54624108,671,1.838356164,9dryHUM,81,11
N Durant,7,9,17&18,dry,1446,HUM,18,5,3.041,0.950168084,11/30/10,2.889,,6,9/20/13,1.398,,0.483827237,1025,2.808219178,9dryHUM,81,11
Mari Hill,8,10,19&20,wet,1378,HUM,6,11,3.022,0.950168084,11/30/10,2.871,,1,4/29/11,2.4425,,0.850628,150,0.410958904,10wetHUM,82,12
Mari Hill,8,10,19&20,wet,1373,HUM,6,11,3.027,0.950168084,11/30/10,2.876,,2,5/26/11,2.4921,,0.866468155,177,0.484931507,10wetHUM,82,12
Mari Hill,8,10,19&20,wet,1374,HUM,6,11,3.01,0.950168084,11/30/10,2.86,,3,8/1/11,1.38,,0.482516482,244,0.668493151,10wetHUM,82,12
Mari Hill,8,10,19&20,wet,1377,HUM,6,11,3.024,0.950168084,11/30/10,2.873,,4,9/27/11,1.11,,0.386314273,301,0.824657534,10wetHUM,82,12
Mari Hill,8,10,19&20,wet,1375,HUM,6,11,3.076,0.950168084,11/30/10,2.923,,5,9/30/12,1.068,,0.365413412,670,1.835616438,10wetHUM,82,12
Mari Hill,8,10,19&20,wet,1376,HUM,6,11,3.011,0.950168084,11/30/10,2.861,,6,9/20/13,1.175,some roots,0.410701863,1025,2.808219178,10wetHUM,82,12
S Peterson Marsh,1,1,1&2,wet,1391,HUM,9,10,3.019,0.950168084,11/27/10,2.869,,1,4/29/11,2.3672,,0.825223146,153,0.419178082,1wetHUM,83,12
S Peterson Marsh,1,1,1&2,wet,1392,HUM,9,10,3.057,0.950168084,11/27/10,2.905,,2,5/26/11,2.2807,,0.785185526,180,0.493150685,1wetHUM,83,12
S Peterson Marsh,1,1,1&2,wet,1393,HUM,9,10,3.055,0.950168084,11/27/10,2.903,,3,8/3/11,2.061,,0.710013063,249,0.682191781,1wetHUM,83,12
S Peterson Marsh,1,1,1&2,wet,1394,HUM,9,10,3.056,0.950168084,11/27/10,2.904,,4,9/27/11,1.866,,0.642625347,304,0.832876712,1wetHUM,83,12
S Peterson Marsh,1,1,1&2,wet,1395,HUM,9,10,3.033,0.950168084,11/27/10,2.882,,5,10/2/12,1.299,,0.450750588,675,1.849315068,1wetHUM,83,12
S Peterson Marsh,1,1,1&2,wet,1396,HUM,9,10,3.026,0.950168084,11/27/10,2.875,,6,9/20/13,1.16,some roots,0.403448985,1028,2.816438356,1wetHUM,83,12
Cattle Pond,2,2,3&4,wet,1360,HUM,3,7,3.039,0.950168084,11/27/10,2.888,,1,4/29/11,2.4711,,0.855774186,153,0.419178082,2wetHUM,84,12
Cattle Pond,2,2,3&4,wet,1355,HUM,3,7,3.001,0.950168084,11/27/10,2.851,,2,5/26/11,2.3404,,0.820774123,180,0.493150685,2wetHUM,84,12
Cattle Pond,2,2,3&4,wet,1356,HUM,3,7,3.071,0.950168084,11/27/10,2.918,,3,8/3/11,2.108,,0.722420983,249,0.682191781,2wetHUM,84,12
Cattle Pond,2,2,3&4,wet,1359,HUM,3,7,3.057,0.950168084,11/27/10,2.905,,4,9/27/11,1.815,,0.624857162,304,0.832876712,2wetHUM,84,12
Cattle Pond,2,2,3&4,wet,1358,HUM,3,7,3.001,0.950168084,11/27/10,2.851,,5,10/2/12,1.116,,0.391379218,675,1.849315068,2wetHUM,84,12
Cattle Pond,2,2,3&4,wet,1357,HUM,3,7,3.052,0.950168084,11/27/10,2.9,,6,9/20/13,1.372,some roots,0.473117643,1028,2.816438356,2wetHUM,84,12
N Peterson Marsh,3,3,5&6,wet,1379,HUM,7,12,3.062,0.950168084,11/27/10,2.909,,1,4/29/11,2.4055,,0.826798607,153,0.419178082,3wetHUM,85,12
N Peterson Marsh,3,3,5&6,wet,1384,HUM,7,12,3.034,0.950168084,11/27/10,2.883,,2,5/26/11,2.425,,0.841193151,180,0.493150685,3wetHUM,85,12
N Peterson Marsh,3,3,5&6,wet,1380,HUM,7,12,3.057,0.950168084,11/27/10,2.905,,3,8/3/11,1.679,,0.578035909,249,0.682191781,3wetHUM,85,12
N Peterson Marsh,3,3,5&6,wet,1381,HUM,7,12,3.043,0.950168084,11/27/10,2.891,,4,9/27/11,1.298,,0.44892346,304,0.832876712,3wetHUM,85,12
N Peterson Marsh,3,3,5&6,wet,1382,HUM,7,12,3.036,0.950168084,11/27/10,2.885,,5,10/2/12,0.824,,0.285643934,675,1.849315068,3wetHUM,85,12
N Peterson Marsh,3,3,5&6,wet,1383,HUM,7,12,3.087,0.950168084,11/27/10,2.933,,6,9/20/13,0.853,,0.290811759,1028,2.816438356,3wetHUM,85,12
N Peterson Marsh,3,4,7&8,wet,1414,HUM,12,2,3.005,0.950168084,11/27/10,2.855,,1,4/29/11,2.4511,,0.858452195,153,0.419178082,4wetHUM,86,12
N Peterson Marsh,3,4,7&8,wet,1409,HUM,12,2,3.004,0.950168084,11/27/10,2.854,,2,5/26/11,2.2289,,0.78089064,180,0.493150685,4wetHUM,86,12
N Peterson Marsh,3,4,7&8,wet,1413,HUM,12,2,3.02,0.950168084,11/27/10,2.87,,3,8/3/11,1.667,,0.580935904,249,0.682191781,4wetHUM,86,12
N Peterson Marsh,3,4,7&8,wet,1412,HUM,12,2,3.006,0.950168084,11/27/10,2.856,,4,9/27/11,1.434,,0.502064757,304,0.832876712,4wetHUM,86,12
N Peterson Marsh,3,4,7&8,wet,1410,HUM,12,2,3.003,0.950168084,11/27/10,2.853,,5,,,missing sample,NA,NA,NA,4wetHUM,86,12
N Peterson Marsh,3,4,7&8,wet,1411,HUM,12,2,3.012,0.950168084,11/27/10,2.862,,6,,,missing sample,NA,NA,NA,4wetHUM,86,12
Lawrence Strip,4,5,9,wet,1349,HUM,2,5,3.014,0.950168084,11/27/10,2.864,,1,4/29/11,2.4103,,0.841642028,153,0.419178082,5wetHUM,87,12
Lawrence Strip,4,5,9,wet,1354,HUM,2,5,3.007,0.950168084,11/27/10,2.857,,2,5/26/11,2.3648,,0.827676358,180,0.493150685,5wetHUM,87,12
Lawrence Strip,4,5,9,wet,1353,HUM,2,5,3.032,0.950168084,11/27/10,2.881,,3,8/1/11,1.758,,0.610223931,247,0.676712329,5wetHUM,87,12
Lawrence Strip,4,5,9,wet,1350,HUM,2,5,3.036,0.950168084,11/27/10,2.885,,4,9/27/11,1.883,,0.652751855,304,0.832876712,5wetHUM,87,12
Lawrence Strip,4,5,9,wet,1351,HUM,2,5,3.046,0.950168084,11/27/10,2.894,,5,10/1/12,1.477,,0.510328894,674,1.846575342,5wetHUM,87,12
Lawrence Strip,4,5,9,wet,1352,HUM,2,5,3.008,0.950168084,11/27/10,2.858,,6,9/20/13,1.182,,0.413560647,1028,2.816438356,5wetHUM,87,12
Lawrence Strip,4,6,12,wet,1427,HUM,15,8,3.083,0.950168084,11/27/10,2.929,,1,4/29/11,2.356,,0.804268988,153,0.419178082,6wetHUM,88,12
Lawrence Strip,4,6,12,wet,1428,HUM,15,8,3.01,0.950168084,11/27/10,2.86,,2,5/26/11,2.1973,,0.76828512,180,0.493150685,6wetHUM,88,12
Lawrence Strip,4,6,12,wet,1429,HUM,15,8,3.061,0.950168084,11/27/10,2.908,,3,8/1/11,2.147,,0.738190202,247,0.676712329,6wetHUM,88,12
Lawrence Strip,4,6,12,wet,1430,HUM,15,8,3.042,0.950168084,11/27/10,2.89,,4,9/27/11,1.929,,0.667379066,304,0.832876712,6wetHUM,88,12
Lawrence Strip,4,6,12,wet,1432,HUM,15,8,3.066,0.950168084,11/27/10,2.913,,5,10/2/12,1.591,,0.546131958,675,1.849315068,6wetHUM,88,12
Lawrence Strip,4,6,12,wet,1431,HUM,15,8,3.041,0.950168084,11/27/10,2.889,,6,9/20/13,1.158,some roots,0.400766767,1028,2.816438356,6wetHUM,88,12
Central Pond,5,7,13&14,wet,1426,HUM,14,7,3.065,0.950168084,11/27/10,2.912,,1,4/29/11,2.3566,,0.80919829,153,0.419178082,7wetHUM,89,12
Central Pond,5,7,13&14,wet,1425,HUM,14,7,3.084,0.950168084,11/27/10,2.93,,2,5/26/11,2.232,,0.761691979,180,0.493150685,7wetHUM,89,12
Central Pond,5,7,13&14,wet,1424,HUM,14,7,3.025,0.950168084,11/27/10,2.874,,3,8/1/11,1.774,,0.617202673,247,0.676712329,7wetHUM,89,12
Central Pond,5,7,13&14,wet,1421,HUM,14,7,3.024,0.950168084,11/27/10,2.873,,4,9/27/11,1.768,,0.615318589,304,0.832876712,7wetHUM,89,12
Central Pond,5,7,13&14,wet,1422,HUM,14,7,3.07,0.950168084,11/27/10,2.917,,5,9/30/12,1.131,,0.387724988,673,1.843835616,7wetHUM,89,12
Central Pond,5,7,13&14,wet,1423,HUM,14,7,3.08,0.950168084,11/27/10,2.927,,6,9/20/13,1.176,some roots,0.401842777,1028,2.816438356,7wetHUM,89,12
Fish Lake,6,8,15&16,wet,1451,HUM,19,3,3.063,0.950168084,11/27/10,2.91,,1,4/29/11,2.3076,,0.792890282,153,0.419178082,8wetHUM,90,12
Fish Lake,6,8,15&16,wet,1452,HUM,19,3,3.094,0.950168084,11/27/10,2.94,,2,5/26/11,2.2536,,0.766577532,180,0.493150685,8wetHUM,90,12
Fish Lake,6,8,15&16,wet,1455,HUM,19,3,3.07,0.950168084,11/27/10,2.917,,3,8/3/11,1.532,,0.525194236,249,0.682191781,8wetHUM,90,12
Fish Lake,6,8,15&16,wet,1453,HUM,19,3,3.037,0.950168084,11/27/10,2.886,,4,9/27/11,1.626,,0.563475855,304,0.832876712,8wetHUM,90,12
Fish Lake,6,8,15&16,wet,1454,HUM,19,3,3.046,0.950168084,11/27/10,2.894,,5,9/30/12,0.245,,0.084651712,673,1.843835616,8wetHUM,90,12
Fish Lake,6,8,15&16,wet,1456,HUM,19,3,3.058,0.950168084,11/27/10,2.906,,6,9/20/13,1.446,,0.497657294,1028,2.816438356,8wetHUM,90,12
N Durant,7,9,17&18,wet,1444,HUM,17,3,3.092,0.950168084,11/30/10,2.938,,1,4/29/11,2.3633,,0.804412724,150,0.410958904,9wetHUM,91,12
N Durant,7,9,17&18,wet,1443,HUM,17,3,3.015,0.950168084,11/30/10,2.865,,2,5/26/11,2.1525,,0.751372689,177,0.484931507,9wetHUM,91,12
N Durant,7,9,17&18,wet,1439,HUM,17,3,3.096,0.950168084,11/30/10,2.942,,3,8/1/11,1.946,,0.661517664,244,0.668493151,9wetHUM,91,12
N Durant,7,9,17&18,wet,1442,HUM,17,3,3.03,0.950168084,11/30/10,2.879,,4,9/27/11,1.834,,0.637024689,301,0.824657534,9wetHUM,91,12
N Durant,7,9,17&18,wet,1440,HUM,17,3,3.048,0.950168084,11/30/10,2.896,,5,10/1/12,1.638,,0.565585799,671,1.838356164,9wetHUM,91,12
N Durant,7,9,17&18,wet,1441,HUM,17,3,3.038,0.950168084,11/30/10,2.887,,6,9/20/13,1.576,,0.545969026,1025,2.808219178,9wetHUM,91,12
Mari Hill,8,10,19&20,dry,7291,INT,5,1,3.048,0.933584457,11/30/10,2.846,,1,4/29/11,2.4156,,0.848899828,150,0.410958904,10dryINT,92,13
Mari Hill,8,10,19&20,dry,7286,INT,5,1,3.051,0.933584457,11/30/10,2.848,,2,5/26/11,2.3744,,0.833600686,177,0.484931507,10dryINT,92,13
Mari Hill,8,10,19&20,dry,7287,INT,5,1,3.014,0.933584457,11/30/10,2.814,,3,8/1/11,1.985,,0.705445797,244,0.668493151,10dryINT,92,13
Mari Hill,8,10,19&20,dry,7290,INT,5,1,3.024,0.933584457,11/30/10,2.823,,4,9/27/11,1.764,,0.624831882,301,0.824657534,10dryINT,92,13
Mari Hill,8,10,19&20,dry,7288,INT,5,1,3.048,0.933584457,11/30/10,2.846,,5,9/30/12,1.479,,0.519756104,670,1.835616438,10dryINT,92,13
Mari Hill,8,10,19&20,dry,7289,INT,5,1,3.018,0.933584457,11/30/10,2.818,,6,9/20/13,1.503,,0.533440681,1025,2.808219178,10dryINT,92,13
S Peterson Marsh,1,1,1&2,dry,7321,INT,10,6,3.089,0.933584457,11/27/10,2.884,,1,4/29/11,2.4581,,0.852369745,153,0.419178082,1dryINT,93,13
S Peterson Marsh,1,1,1&2,dry,7316,INT,10,6,3.059,0.933584457,11/27/10,2.856,,2,5/26/11,2.3165,,0.811146344,180,0.493150685,1dryINT,93,13
S Peterson Marsh,1,1,1&2,dry,7320,INT,10,6,3.022,0.933584457,11/27/10,2.821,,3,8/3/11,1.961,,0.695071563,249,0.682191781,1dryINT,93,13
S Peterson Marsh,1,1,1&2,dry,7317,INT,10,6,3.014,0.933584457,11/27/10,2.814,,4,9/27/11,1.902,,0.675948568,304,0.832876712,1dryINT,93,13
S Peterson Marsh,1,1,1&2,dry,7319,INT,10,6,3.06,0.933584457,11/27/10,2.857,,5,10/2/12,1.617,,0.566024176,675,1.849315068,1dryINT,93,13
S Peterson Marsh,1,1,1&2,dry,7318,INT,10,6,3.054,0.933584457,11/27/10,2.851,,6,9/20/13,1.914,"sand present, tried to remove",0.671304082,1028,2.816438356,1dryINT,93,13
Cattle Pond,2,2,3&4,dry,7285,INT,4,2,3.009,0.933584457,11/27/10,2.809,,1,4/29/11,2.4548,,0.873856889,153,0.419178082,2dryINT,94,13
Cattle Pond,2,2,3&4,dry,7280,INT,4,2,3.099,0.933584457,11/27/10,2.893,,2,5/26/11,2.3791,,0.822313667,180,0.493150685,2dryINT,94,13
Cattle Pond,2,2,3&4,dry,7281,INT,4,2,3.037,0.933584457,11/27/10,2.835,,3,8/3/11,2.052,,0.723733961,249,0.682191781,2dryINT,94,13
Cattle Pond,2,2,3&4,dry,7284,INT,4,2,3.019,0.933584457,11/27/10,2.818,,4,9/27/11,1.986,,0.704632254,304,0.832876712,2dryINT,94,13
Cattle Pond,2,2,3&4,dry,7283,INT,4,2,3.003,0.933584457,11/27/10,2.804,,5,10/2/12,1.582,,0.564283738,675,1.849315068,2dryINT,94,13
Cattle Pond,2,2,3&4,dry,7282,INT,4,2,3.058,0.933584457,11/27/10,2.855,,6,9/20/13,1.626,,0.569546841,1028,2.816438356,2dryINT,94,13
N Peterson Marsh,3,3,5&6,dry,7304,INT,8,10,3.028,0.933584457,11/27/10,2.827,,1,4/29/11,2.171,,0.76798076,153,0.419178082,3dryINT,95,13
N Peterson Marsh,3,3,5&6,dry,7309,INT,8,10,3.043,0.933584457,11/27/10,2.841,,2,5/26/11,2.3157,,0.815129725,180,0.493150685,3dryINT,95,13
N Peterson Marsh,3,3,5&6,dry,7305,INT,8,10,3.047,0.933584457,11/27/10,2.845,,3,8/3/11,1.988,,0.698860208,249,0.682191781,3dryINT,95,13
N Peterson Marsh,3,3,5&6,dry,7306,INT,8,10,3.043,0.933584457,11/27/10,2.841,,4,9/27/11,1.782,,0.627266559,304,0.832876712,3dryINT,95,13
N Peterson Marsh,3,3,5&6,dry,7308,INT,8,10,3.007,0.933584457,11/27/10,2.807,,5,10/2/12,1.622,,0.577781736,675,1.849315068,3dryINT,95,13
N Peterson Marsh,3,3,5&6,dry,7307,INT,8,10,3.075,0.933584457,11/27/10,2.871,,6,9/20/13,1.619,,0.563959759,1028,2.816438356,3dryINT,95,13
N Peterson Marsh,3,4,7&8,dry,7327,INT,11,10,3.021,0.933584457,11/27/10,2.82,,1,4/29/11,2.3963,,0.849643716,153,0.419178082,4dryINT,96,13
N Peterson Marsh,3,4,7&8,dry,7322,INT,11,10,3.054,0.933584457,11/27/10,2.851,,2,5/26/11,2.2745,,0.79774354,180,0.493150685,4dryINT,96,13
N Peterson Marsh,3,4,7&8,dry,7326,INT,11,10,3.09,0.933584457,11/27/10,2.885,,3,8/3/11,2.044,,0.708547222,249,0.682191781,4dryINT,96,13
N Peterson Marsh,3,4,7&8,dry,7323,INT,11,10,3.018,0.933584457,11/27/10,2.818,,4,9/27/11,1.9,,0.674342844,304,0.832876712,4dryINT,96,13
N Peterson Marsh,3,4,7&8,dry,7325,INT,11,10,3.034,0.933584457,11/27/10,2.832,,5,10/2/12,1.607,,0.567344289,675,1.849315068,4dryINT,96,13
N Peterson Marsh,3,4,7&8,dry,7324,INT,11,10,3.005,0.933584457,11/27/10,2.805,,6,9/20/13,1.572,,0.560343648,1028,2.816438356,4dryINT,96,13
Lawrence Strip,4,5,9,dry,7262,INT,1,10,3.04,0.933584457,11/27/10,2.838,,1,4/29/11,2.4653,,0.868645511,153,0.419178082,5dryINT,97,13
Lawrence Strip,4,5,9,dry,7267,INT,1,10,3.053,0.933584457,11/27/10,2.85,,2,5/26/11,2.0643,,0.72425649,180,0.493150685,5dryINT,97,13
Lawrence Strip,4,5,9,dry,7266,INT,1,10,3.003,0.933584457,11/27/10,2.804,,3,8/1/11,2.075,,0.740131957,247,0.676712329,5dryINT,97,13
Lawrence Strip,4,5,9,dry,7263,INT,1,10,3.051,0.933584457,11/27/10,2.848,,4,9/27/11,1.992,,0.699348285,304,0.832876712,5dryINT,97,13
Lawrence Strip,4,5,9,dry,7265,INT,1,10,3.005,0.933584457,11/27/10,2.805,,5,10/1/12,1.645,,0.586364695,674,1.846575342,5dryINT,97,13
Lawrence Strip,4,5,9,dry,7264,INT,1,10,3.006,0.933584457,11/27/10,2.806,,6,9/20/13,1.582,,0.56372058,1028,2.816438356,5dryINT,97,13
Lawrence Strip,4,6,11,dry,7352,INT,16,4,3.037,0.933584457,11/27/10,2.835,,1,4/29/11,2.3614,sample could be switched with 7334,0.83285837,153,0.419178082,6dryINT,98,13
Lawrence Strip,4,6,11,dry,7357,INT,16,4,3.014,0.933584457,11/27/10,2.814,,2,5/26/11,2.4021,,0.853678262,180,0.493150685,6dryINT,98,13
Lawrence Strip,4,6,11,dry,7356,INT,16,4,3.013,0.933584457,11/27/10,2.813,,3,8/1/11,1.953,,0.694303731,247,0.676712329,6dryINT,98,13
Lawrence Strip,4,6,11,dry,7353,INT,16,4,3.025,0.933584457,11/27/10,2.824,,4,4/29/11,NA,sample missing,NA,153,0.419178082,6dryINT,98,13
Lawrence Strip,4,6,11,dry,7354,INT,16,4,3.056,0.933584457,11/27/10,2.853,,5,,,missing sample,NA,NA,NA,6dryINT,98,13
Lawrence Strip,4,6,11,dry,7355,INT,16,4,3.04,0.933584457,11/27/10,2.838,,6,,,missing sample,NA,NA,NA,6dryINT,98,13
Central Pond,5,7,13&14,dry,7334,INT,13,8,3,0.933584457,11/27/10,2.801,,1,4/29/11,2.2163,sample could be switched with 7352,0.7913228,153,0.419178082,7dryINT,99,13
Central Pond,5,7,13&14,dry,7339,INT,13,8,3.068,0.933584457,11/27/10,2.864,,2,5/26/11,2.29,,0.799514813,180,0.493150685,7dryINT,99,13
Central Pond,5,7,13&14,dry,7335,INT,13,8,3.077,0.933584457,11/27/10,2.873,,3,8/1/11,2.124,,0.739389712,247,0.676712329,7dryINT,99,13
Central Pond,5,7,13&14,dry,7336,INT,13,8,3.045,0.933584457,11/27/10,2.843,,4,9/27/11,1.916,,0.673991773,304,0.832876712,7dryINT,99,13
Central Pond,5,7,13&14,dry,7337,INT,13,8,3.069,0.933584457,11/27/10,2.865,,5,9/30/12,1.546,,0.539583907,673,1.843835616,7dryINT,99,13
Central Pond,5,7,13&14,dry,7338,INT,13,8,3.077,0.933584457,11/27/10,2.873,,6,9/20/13,1.856,"sand present, tried to remove",0.646095718,1028,2.816438356,7dryINT,99,13
N Durant,7,9,17&18,dry,7369,INT,18,1,3.05,0.933584457,11/30/10,2.847,,1,4/29/11,2.4259,,0.851960466,150,0.410958904,9dryINT,100,13
N Durant,7,9,17&18,dry,7364,INT,18,1,3.008,0.933584457,11/30/10,2.808,,2,5/26/11,2.344,,0.83469183,177,0.484931507,9dryINT,100,13
N Durant,7,9,17&18,dry,7368,INT,18,1,3.025,0.933584457,11/30/10,2.824,,3,8/1/11,2.077,,0.735457371,244,0.668493151,9dryINT,100,13
N Durant,7,9,17&18,dry,7367,INT,18,1,3.066,0.933584457,11/30/10,2.862,,4,9/27/11,2.008,,0.701516589,301,0.824657534,9dryINT,100,13
N Durant,7,9,17&18,dry,7366,INT,18,1,3.04,0.933584457,11/30/10,2.838,,5,10/1/12,1.53,,0.539093673,671,1.838356164,9dryINT,100,13
N Durant,7,9,17&18,dry,7365,INT,18,1,3.065,0.933584457,11/30/10,2.861,,6,9/20/13,1.529,,0.534347023,1025,2.808219178,9dryINT,100,13
Mari Hill,8,10,19&20,wet,7292,INT,6,3,3.065,0.933584457,11/30/10,2.861,,1,4/29/11,2.549,,0.890811355,150,0.410958904,10wetINT,101,14
Mari Hill,8,10,19&20,wet,7297,INT,6,3,3.044,0.933584457,11/30/10,2.842,,2,5/26/11,2.3546,,0.8285503,177,0.484931507,10wetINT,101,14
Mari Hill,8,10,19&20,wet,7296,INT,6,3,3.006,0.933584457,11/30/10,2.806,,3,8/1/11,1.909,,0.680241838,244,0.668493151,10wetINT,101,14
Mari Hill,8,10,19&20,wet,7293,INT,6,3,3.071,0.933584457,11/30/10,2.867,,4,9/27/11,1.701,,0.593295268,301,0.824657534,10wetINT,101,14
Mari Hill,8,10,19&20,wet,7295,INT,6,3,3.022,0.933584457,11/30/10,2.821,,5,9/30/12,1.686,,0.597598499,670,1.835616438,10wetINT,101,14
Mari Hill,8,10,19&20,wet,7294,INT,6,3,3.043,0.933584457,11/30/10,2.841,,6,9/20/13,1.399,,0.492450009,1025,2.808219178,10wetINT,101,14
S Peterson Marsh,1,1,1&2,wet,7315,INT,9,2,3.081,0.933584457,11/27/10,2.876,,1,4/29/11,2.4043,,0.835878867,153,0.419178082,1wetINT,102,14
S Peterson Marsh,1,1,1&2,wet,7314,INT,9,2,3.067,0.933584457,11/27/10,2.863,,2,5/26/11,2.1275,,0.743022868,180,0.493150685,1wetINT,102,14
S Peterson Marsh,1,1,1&2,wet,7312,INT,9,2,3.05,0.933584457,11/27/10,2.847,,3,8/3/11,1.767,,0.620559027,249,0.682191781,1wetINT,102,14
S Peterson Marsh,1,1,1&2,wet,7313,INT,9,2,3.018,0.933584457,11/27/10,2.818,,4,9/27/11,1.687,,0.598745462,304,0.832876712,1wetINT,102,14
S Peterson Marsh,1,1,1&2,wet,7311,INT,9,2,3.014,0.933584457,11/27/10,2.814,,5,10/2/12,1.559,,0.554050377,675,1.849315068,1wetINT,102,14
